100 4950
76 90 16
76 91 41
76 92 13
76 93 37
76 94 48
76 95 39
76 96 27
76 97 42
76 98 29
76 99 22
76 100 50
77 78 40
77 79 38
77 80 50
77 81 38
77 82 51
77 83 13
77 84 27
77 85 13
77 86 52
77 87 52
77 88 54
77 89 48
77 90 10
77 91 52
77 92 48
77 93 13
77 94 53
77 95 43
77 96 21
77 97 46
77 98 52
77 99 33
77 100 18
78 79 30
78 80 45
78 81 14
78 82 26
78 83 23
78 84 50
78 85 51
78 86 16
78 87 29
78 88 14
78 89 24
78 90 15
78 91 9
78 92 50
78 93 50
78 94 14
78 95 23
78 96 19
78 97 24
78 98 12
78 99 11
78 100 45
79 80 55
79 81 31
79 82 28
79 83 19
79 84 21
79 85 41
79 86 19
79 87 20
79 88 14
79 89 42
79 90 22
79 91 31
79 92 20
79 93 53
79 94 9
79 95 37
79 96 31
79 97 11
79 98 49
79 99 44
79 100 35
80 81 47
80 82 21
80 83 11
80 84 11
80 85 34
80 86 28
80 87 47
80 88 16
80 89 10
80 90 34
80 91 46
80 92 32
80 93 20
80 94 11
80 95 28
80 96 27
80 97 26
80 98 23
80 99 11
80 100 26
81 82 56
81 83 35
81 84 11
81 85 20
81 86 23
81 87 45
81 88 26
81 89 11
81 90 48
81 91 42
81 92 29
81 93 14
81 94 49
81 95 46
81 96 13
81 97 56
81 98 55
81 99 34
81 100 39
82 83 40
82 84 37
82 85 11
82 86 32
82 87 44
82 88 32
82 89 17
82 90 49
82 91 29
82 92 23
82 93 31
82 94 21
82 95 11
82 96 19
82 97 52
82 98 11
82 99 17
82 100 40
83 84 23
83 85 30
83 86 15
83 87 17
83 88 42
83 89 43
83 90 53
83 91 35
83 92 23
83 93 47
83 94 31
83 95 43
83 96 34
83 97 39
83 98 53
83 99 31
83 100 19
84 85 44
84 86 42
84 87 17
84 88 41
84 89 39
84 90 26
84 91 54
84 92 49
84 93 47
84 94 44
84 95 22
84 96 43
84 97 29
84 98 24
84 99 43
84 100 38
85 86 34
85 87 42
85 88 27
85 89 34
85 90 13
85 91 7
85 92 40
85 93 12
85 94 8
85 95 54
85 96 30
85 97 44
85 98 18
85 99 40
85 100 31
86 87 39
86 88 28
86 89 24
86 90 56
86 91 47
86 92 34
86 93 8
86 94 16
86 95 21
86 96 33
86 97 8
86 98 36
86 99 48
86 100 19
87 88 13
87 89 52
87 90 23
87 91 13
87 92 21
87 93 16
87 94 44
87 95 12
87 96 23
87 97 31
87 98 41
87 99 17
87 100 55
88 89 14
88 90 27
88 91 36
88 92 13
88 93 51
88 94 40
88 95 39
88 96 17
88 97 47
88 98 37
88 99 23
88 100 32
89 90 39
89 91 47
89 92 27
89 93 47
89 94 19
89 95 8
89 96 48
89 97 36
89 98 34
89 99 50
89 100 54
90 91 11
90 92 25
90 93 50
90 94 48
90 95 25
90 96 18
90 97 45
90 98 50
90 99 46
90 100 56
91 92 55
91 93 24
91 94 15
91 95 31
91 96 8
91 97 26
91 98 42
91 99 50
91 100 29
92 93 55
92 94 43
92 95 39
92 96 27
92 97 18
92 98 38
92 99 56
92 100 22
93 94 50
93 95 26
93 96 25
93 97 23
93 98 12
93 99 42
93 100 54
94 95 45
94 96 40
94 97 54
94 98 51
94 99 8
94 100 10
95 96 47
95 97 19
95 98 16
95 99 23
95 100 31
96 97 35
96 98 19
96 99 38
96 100 46
97 98 13
97 99 14
97 100 17
98 99 35
98 100 10
99 100 46
1 20 123
1 20 123
1 20 123
1 20 123
1 20 123
1 20 123
1 20 223
1 50 123
1 70 123
1 32 13
1 89 12
65 88 54
1 20 123
87 99 2
11 80 1123
0 0


9 16
1 2 50
1 4 90
1 5 10
5 2 70
2 3 65
3 5 90
3 6 81
6 5 100
6 9 63
9 5 69
9 8 33
5 8 43
8 7 21
5 7 40
4 5 30
4 7 97
7 5 43
6 4 98
6 4 99
3 4 98
8 2 42
9 1 147
5 1 130
0 0

7 10
1 2 5
1 3 20
2 3 69
3 4 2
4 5 420
4 6 10
4 7 33
6 5 3
7 6 9
7 5 7
2 1 19
3 4 1337
6 3 1000000000
5 2 3456
5 7 320
0 0








10 13
1 5 16
1 2 70
1 3 10
2 3 60
3 4 50
3 5 33
4 5 40
5 6 30
5 8 29
6 7 2
6 8 40
8 9 90
9 10 20
1 2 70
1 3 70
1 4 100
1 5 42
1 6 70
1 7 69
1 8 39
1 9 270
1 10 19
0 0






10 17
1 2 9
1 4 20
1 3 12
3 2 3
3 4 11
5 4 13
3 5 4
2 8 10
3 7 17
5 6 6
6 7 16
6 10 2
7 8 7
8 9 8
7 9 5
7 10 18
9 10 21
10 1 678
9 5 450
5 8 450
10 9 3
4 8 9987
3 4 100
2 6 990
0 0




7 10
1 2 30
1 3 15
1 4 10
2 4 25
2 5 60
3 4 40
3 6 20
4 7 35
5 7 20
6 7 30
1 7 99
0 0

